         381
     3.25000000               0               0
     3.27500000               0               0
     3.30000000               0               0
     3.32500000               0               0
     3.35000000               0               0
     3.37500000               0               0
     3.40000000               0               0
     3.42500000               0               0
     3.45000000               0               0
     3.47500000               0               0
     3.50000000               0               0
     3.52500000               0               0
     3.55000000               0               0
     3.57500000               0               0
     3.60000000               0               0
     3.62500000               0               0
     3.65000000               0               0
     3.67500000               0               0
     3.70000000               0               0
     3.72500000               0               0
     3.75000000               0               0
     3.77500000               0               0
     3.80000000               0               0
     3.82500000               0               0
     3.85000000               0               0
     3.87500000               0               0
     3.90000000               0               0
     3.92500000               0               0
     3.95000000               0               0
     3.97500000               0               0
     4.00000000               0               0
     4.05000000               0               0
     4.10000000               0               0
     4.15000000               0               0
     4.20000000               0               0
     4.25000000               0               0
     4.30000000               0               0
     4.35000000               0               0
     4.40000000               0               0
     4.45000000               0               0
     4.50000000               0               0
     4.55000000               0               0
     4.60000000               0               0
     4.65000000               0               0
     4.70000000               0               0
     4.75000000               0               0
     4.80000000               0               0
     4.85000000               0               0
     4.90000000               0               0
     4.95000000               0               0
     5.00000000               0               0
     5.05000000               0               0
     5.10000000               0               0
     5.15000000               0               0
     5.20000000               0               0
     5.25000000               0               0
     5.30000000               0               0
     5.35000000               0               0
     5.40000000               0               0
     5.45000000               0               0
     5.50000000               0               0
     5.55000000               0               0
     5.60000000               0               0
     5.65000000               0               0
     5.70000000               0               0
     5.75000000               0               0
     5.80000000               0               0
     5.85000000               0               0
     5.90000000               0               0
     5.95000000               0               0
     6.00000000               0               0
     6.10000000               0               0
     6.20000000               0               0
     6.30000000               0               0
     6.40000000               0               0
     6.50000000               0               0
     6.60000000               0               0
     6.70000000               0               0
     6.80000000               0               0
     6.90000000               0               0
     7.00000000               0               0
     7.10000000               0               0
     7.20000000               0               0
     7.30000000               0               0
     7.40000000               0               0
     7.50000000               0               0
     7.60000000               0               0
     7.70000000               0               0
     7.80000000               0               0
     7.90000000               0               0
     8.00000000               0               0
     8.10000000               0               0
     8.20000000               0               0
     8.30000000               0               0
     8.40000000               0               0
     8.50000000               0               0
     8.60000000               0               0
     8.70000000               0               0
     8.80000000               0               0
     8.90000000               0               0
     9.00000000               0               0
     9.10000000               0               0
     9.20000000               0               0
     9.30000000               0               0
     9.40000000               0               0
     9.50000000               0               0
     9.60000000               0               0
     9.70000000               0               0
     9.80000000               0               0
     9.90000000               0               0
    10.00000000               0               0
    10.10000000               0               0
    10.20000000               0               0
    10.30000000               0               0
    10.40000000               0               0
    10.50000000               0               0
    10.60000000               0               0
    10.70000000               0               0
    10.80000000               0               0
    10.90000000               0               0
    11.00000000               0               0
    11.10000000               0               0
    11.20000000               0               0
    11.30000000               0               0
    11.40000000               0               0
    11.50000000               0               0
    11.60000000               0               0
    11.70000000               0               0
    11.80000000               0               0
    11.90000000               0               0
    12.00000000               0               0
    12.10000000               0               0
    12.20000000               0               0
    12.30000000               0               0
    12.40000000               0               0
    12.50000000               0               0
    12.60000000               0               0
    12.70000000               0               0
    12.80000000               0               0
    12.90000000               0               0
    13.00000000               0               0
    13.10000000               0               0
    13.20000000               0               0
    13.30000000               0               0
    13.40000000               0               0
    13.50000000               0               0
    13.60000000               0               0
    13.70000000               0               0
    13.80000000               0               0
    13.90000000               0               0
    14.00000000               0               0
    14.10000000               0               0
    14.20000000               0               0
    14.30000000               0               0
    14.40000000               0               0
    14.50000000               0               0
    14.60000000               0               0
    14.70000000               0               0
    14.80000000               0               0
    14.90000000               0               0
    15.00000000               0               0
